id,department,regulation,academicYear,version,lastUpdated,year,semester,section,day,period,startTime,endTime,subjectName,subjectCode,faculty,room,building,credits,classType,laboratory,elective,batch,remarks
1e435122-fe7c-4335-b245-4a68f7f19342,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,1,08:45,09:35,Engineering Physics,PH3151,Prof. G. Srinivasan,C335,IT Block,3,Lecture,,,All,
23427eee-7a33-4055-ac7b-4fcc48de1167,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,2,09:35,10:25,Engineering Chemistry,CY3151,Dr. S. Kumar,C128,IT Block,3,Lecture,,,All,
b7c9a8be-5ade-4acc-8571-e4b60afcfa63,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,3,10:45,11:35,Professional English - I,HS3152,Dr. M. Karthik,C292,IT Block,3,Lecture,,,All,
efe9baa3-21ab-49be-954c-addff8a44486,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,4,11:35,12:25,Heritage of Tamils,GE3152,Dr. M. Balaji,C384,IT Block,1,Lecture,,,All,
d20836c7-9541-4db8-a0aa-a3cf3a41b1f6,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,5,13:15,14:05,Physics and Chemistry Laboratory,BS3171,Dr. P. Sundaram,Lab-4,IT Block,2,Lab,Lab-4,,All,
961668af-316a-471d-b8a0-0a6e8fac8606,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,6,14:05,14:55,Physics and Chemistry Laboratory,BS3171,Dr. P. Sundaram,Lab-4,IT Block,2,Lab,Lab-4,,All,
30be0149-eb5a-4b2c-ab83-40da244c6f01,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Thursday,7,14:55,15:45,Physics and Chemistry Laboratory,BS3171,Dr. P. Sundaram,Lab-4,IT Block,2,Lab,Lab-4,,All,
abad60fe-ca12-452f-ba94-9b1944864d5a,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,1,08:45,09:35,Heritage of Tamils,GE3152,Dr. M. Balaji,C275,IT Block,1,Lecture,,,All,
a457b9ab-4b01-4e74-8bc8-3369e9908d5b,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,2,09:35,10:25,Engineering Physics,PH3151,Prof. G. Srinivasan,C377,IT Block,3,Lecture,,,All,
7a03f9a7-d477-4a89-9e51-929546e7670a,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,3,10:45,11:35,Problem Solving and Python Programming,GE3151,Prof. A. Karthik,C216,IT Block,3,Lecture,,,All,
7c16a974-6b99-4bdb-8223-4a60d03439b4,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,4,11:35,12:25,Engineering Physics,PH3151,Prof. G. Srinivasan,C294,IT Block,3,Lecture,,,All,
e99498a3-9218-41d6-93a5-4d92679a7db1,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,5,13:15,14:05,Engineering Chemistry,CY3151,Dr. S. Kumar,C158,IT Block,3,Lecture,,,All,
698d4729-7074-4974-a499-68e42f32eac9,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,6,14:05,14:55,Professional English - I,HS3152,Dr. M. Karthik,C265,IT Block,3,Lecture,,,All,
478613f8-6bfa-4ec2-bbf3-77133a72c800,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Friday,7,14:55,15:45,Matrices and Calculus,MA3151,Dr. R. Karthik,C222,IT Block,4,Lecture,,,All,
2ca72f10-e02c-4d35-9e50-f3ac737a725a,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,1,08:45,09:35,Problem Solving and Python Programming,GE3151,Prof. A. Karthik,C341,IT Block,3,Lecture,,,All,
986d866f-f157-42a6-b13d-4d35a6f0642a,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,2,09:35,10:25,Engineering Physics,PH3151,Prof. G. Srinivasan,C288,IT Block,3,Lecture,,,All,
d04526c3-1359-4783-a59f-9c85aba562a4,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,3,10:45,11:35,Heritage of Tamils,GE3152,Dr. M. Balaji,C141,IT Block,1,Lecture,,,All,
9c7b5070-fdce-40d0-aecc-cbb99d3695aa,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,4,11:35,12:25,Professional English - I,HS3152,Dr. M. Karthik,C327,IT Block,3,Lecture,,,All,
0b86e983-0841-4e44-b4df-35241a3d57cb,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,5,13:15,14:05,English Laboratory,GE3172,Dr. K. Krishnan,Lab-9,IT Block,1,Lab,Lab-9,,All,
c596ce71-0412-42b0-a5be-1bd8752e7e07,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,6,14:05,14:55,English Laboratory,GE3172,Dr. K. Krishnan,Lab-9,IT Block,1,Lab,Lab-9,,All,
0ae3ec0a-5adb-446b-8247-f000d272cf20,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,A,Saturday,7,14:55,15:45,English Laboratory,GE3172,Dr. K. Krishnan,Lab-9,IT Block,1,Lab,Lab-9,,All,
3269addc-0340-4c8d-b2a5-7656d35c4179,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,1,08:45,09:35,Engineering Physics,PH3151,Prof. A. Balaji,C258,IT Block,3,Lecture,,,All,
587439fb-01c5-47e8-94f7-01746bad3e3a,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,2,09:35,10:25,Engineering Physics,PH3151,Prof. A. Balaji,C239,IT Block,3,Lecture,,,All,
c4adaec6-d67a-45f1-a72b-e384197eeb58,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,3,10:45,11:35,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C403,IT Block,4,Lecture,,,All,
48a706b5-408a-4c6e-9407-a2544b8af462,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,4,11:35,12:25,Problem Solving and Python Programming,GE3151,Dr. P. Srinivasan,C338,IT Block,3,Lecture,,,All,
5700ca22-ce79-4f62-875d-e43a815a1b47,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,5,13:15,14:05,Professional English - I,HS3152,Dr. R. Balaji,C295,IT Block,3,Lecture,,,All,
da6edb98-5fe3-4645-a380-8c0dc286bcd2,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,6,14:05,14:55,Problem Solving and Python Programming,GE3151,Dr. P. Srinivasan,C405,IT Block,3,Lecture,,,All,
63e62b0e-10c3-4cb1-b79d-f591d75dd718,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Monday,7,14:55,15:45,Professional English - I,HS3152,Dr. R. Balaji,C239,IT Block,3,Lecture,,,All,
1e75cae4-bf89-4a16-a529-150544042367,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,1,08:45,09:35,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C191,IT Block,4,Lecture,,,All,
9041a86a-fa85-4768-aba9-01b2bf575b26,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,2,09:35,10:25,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C130,IT Block,4,Lecture,,,All,
9aadb77b-7184-4fdb-9feb-0d61c6e63cc5,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,3,10:45,11:35,Problem Solving and Python Programming,GE3151,Dr. P. Srinivasan,C371,IT Block,3,Lecture,,,All,
2805d7db-e4bf-41b4-a72d-e81ade11fbac,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,4,11:35,12:25,Professional English - I,HS3152,Dr. R. Balaji,C345,IT Block,3,Lecture,,,All,
3e22b59f-4996-4968-9ea9-6661bc393f1d,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,5,13:15,14:05,Problem Solving and Python Programming Laboratory,GE3171,Dr. S. Venkatesh,Lab-3,IT Block,2,Lab,Lab-3,,All,
636d5a84-4594-49b2-b7c8-3b5158dd0cfb,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,6,14:05,14:55,Problem Solving and Python Programming Laboratory,GE3171,Dr. S. Venkatesh,Lab-3,IT Block,2,Lab,Lab-3,,All,
8ead137d-eb16-4f42-a880-2da9e73ffe82,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Tuesday,7,14:55,15:45,Problem Solving and Python Programming Laboratory,GE3171,Dr. S. Venkatesh,Lab-3,IT Block,2,Lab,Lab-3,,All,
12b12b7e-687d-4640-97c2-9fee51ae2df8,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,1,08:45,09:35,Engineering Physics,PH3151,Prof. A. Balaji,C244,IT Block,3,Lecture,,,All,
1d226f6d-fd29-466d-aebc-8905fc568edf,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,2,09:35,10:25,Heritage of Tamils,GE3152,Dr. P. Karthik,C308,IT Block,1,Lecture,,,All,
83855d65-cc9c-4006-851f-310d8a1c36e2,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,3,10:45,11:35,Professional English - I,HS3152,Dr. R. Balaji,C329,IT Block,3,Lecture,,,All,
11606d6a-0720-448a-80ca-f2c0c831f35f,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,4,11:35,12:25,Professional English - I,HS3152,Dr. R. Balaji,C405,IT Block,3,Lecture,,,All,
e4ede103-5059-4c37-a829-c371dc08acc5,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,5,13:15,14:05,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C155,IT Block,4,Lecture,,,All,
241b2f81-8e13-44da-827c-7657b01533bf,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,6,14:05,14:55,Engineering Physics,PH3151,Prof. A. Balaji,C124,IT Block,3,Lecture,,,All,
a8ebdc85-958c-47ae-9bec-86936d06adc2,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Wednesday,7,14:55,15:45,Problem Solving and Python Programming,GE3151,Dr. P. Srinivasan,C267,IT Block,3,Lecture,,,All,
2b1a2ffa-2052-4d1c-9f1f-0be47bd03eb7,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,1,08:45,09:35,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C233,IT Block,4,Lecture,,,All,
a9096072-3391-4e56-bff9-4f7fc63ce557,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,2,09:35,10:25,Professional English - I,HS3152,Dr. R. Balaji,C165,IT Block,3,Lecture,,,All,
0b4c45d1-631c-40a1-bdb2-d1ad26301cd5,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,3,10:45,11:35,Problem Solving and Python Programming,GE3151,Dr. P. Srinivasan,C318,IT Block,3,Lecture,,,All,
23a380ef-dfb0-44d6-a2f4-ac806f3ff7db,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,4,11:35,12:25,Engineering Chemistry,CY3151,Prof. V. Krishnan,C332,IT Block,3,Lecture,,,All,
1eb78a84-e320-4eff-bb99-87405924fc77,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,5,13:15,14:05,Physics and Chemistry Laboratory,BS3171,Dr. P. Krishnan,Lab-4,IT Block,2,Lab,Lab-4,,All,
91e5ff2f-1046-4829-b732-450b478293cc,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,6,14:05,14:55,Physics and Chemistry Laboratory,BS3171,Dr. P. Krishnan,Lab-4,IT Block,2,Lab,Lab-4,,All,
7b3b1411-b66e-4908-96fb-f6e526d449c3,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Thursday,7,14:55,15:45,Physics and Chemistry Laboratory,BS3171,Dr. P. Krishnan,Lab-4,IT Block,2,Lab,Lab-4,,All,
a9d174d3-b9de-49e5-b959-b38604da8f77,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,1,08:45,09:35,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C319,IT Block,4,Lecture,,,All,
e2bff3f9-6a2d-440e-9de6-e864d30bdafd,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,2,09:35,10:25,Professional English - I,HS3152,Dr. R. Balaji,C344,IT Block,3,Lecture,,,All,
34673240-97fb-44cd-9025-386dcba080c2,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,3,10:45,11:35,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C309,IT Block,4,Lecture,,,All,
aa6c9a72-24bc-456e-a1ee-8db86d4163d2,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,4,11:35,12:25,Problem Solving and Python Programming,GE3151,Dr. P. Srinivasan,C214,IT Block,3,Lecture,,,All,
fe09ee91-7cd3-4d9b-8c1b-82c687d23435,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,5,13:15,14:05,Professional English - I,HS3152,Dr. R. Balaji,C337,IT Block,3,Lecture,,,All,
28ae28ab-1c6c-415d-bce4-9b5f49c8b350,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,6,14:05,14:55,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C351,IT Block,4,Lecture,,,All,
dc55dc81-4150-4d45-ac19-0769e0e4e6dc,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Friday,7,14:55,15:45,Matrices and Calculus,MA3151,Prof. G. Venkatesh,C351,IT Block,4,Lecture,,,All,
3c618275-cbb9-4c3b-93f6-1800ff56333d,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,1,08:45,09:35,Engineering Physics,PH3151,Prof. A. Balaji,C150,IT Block,3,Lecture,,,All,
4b70d054-36e9-421a-bf8b-1798ca114e0e,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,2,09:35,10:25,Professional English - I,HS3152,Dr. R. Balaji,C396,IT Block,3,Lecture,,,All,
e9e38b31-ee17-442c-9252-18d585fb626c,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,3,10:45,11:35,Professional English - I,HS3152,Dr. R. Balaji,C124,IT Block,3,Lecture,,,All,
0c08f9ea-1b63-41ef-b8f2-c69d3ce6c968,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,4,11:35,12:25,Professional English - I,HS3152,Dr. R. Balaji,C348,IT Block,3,Lecture,,,All,
398b567d-f5f7-42fd-9b4c-c0a286a25421,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,5,13:15,14:05,English Laboratory,GE3172,Dr. S. Venkatesh,Lab-3,IT Block,1,Lab,Lab-3,,All,
144fa2f8-ad11-4727-893e-0c42d316430d,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,6,14:05,14:55,English Laboratory,GE3172,Dr. S. Venkatesh,Lab-3,IT Block,1,Lab,Lab-3,,All,
2f3beb9a-0e03-4da2-9671-024c2dca97bb,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,1,1,B,Saturday,7,14:55,15:45,English Laboratory,GE3172,Dr. S. Venkatesh,Lab-3,IT Block,1,Lab,Lab-3,,All,
bf682bca-f35d-46ae-883a-6d4a194c67fc,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,1,08:45,09:35,Foundations of Data Science,CS3352,Dr. M. Sundaram,C219,IT Block,3,Lecture,,,All,
dfdb4fc8-6e91-4a5c-8291-1e8f68a22518,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,2,09:35,10:25,Data Structures,CS3301,Dr. K. Sundaram,C370,IT Block,3,Lecture,,,All,
7d240613-5a6e-4322-8e04-328056d1ff05,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,3,10:45,11:35,Data Structures,CS3301,Dr. K. Sundaram,C194,IT Block,3,Lecture,,,All,
a6fc53ad-c0d0-4279-9299-027f8f6ba540,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,4,11:35,12:25,Foundations of Data Science,CS3352,Dr. M. Sundaram,C205,IT Block,3,Lecture,,,All,
a778f3e7-8af2-4e1f-910b-18ff8ca46317,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,5,13:15,14:05,Object Oriented Programming,CS3391,Dr. K. Sundaram,C382,IT Block,3,Lecture,,,All,
179f56f2-d9ae-43fe-bfdf-43805a4d6455,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,6,14:05,14:55,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C153,IT Block,4,Lecture,,,All,
2cf26a28-b0ce-4d26-81a0-17cf0bced188,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Monday,7,14:55,15:45,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C373,IT Block,4,Lecture,,,All,
90b33e23-313c-4acb-ac36-d3a4b4221074,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,1,08:45,09:35,Object Oriented Programming,CS3391,Dr. K. Sundaram,C313,IT Block,3,Lecture,,,All,
66290bb9-52fd-4fbd-be11-bf7bd1b1b52a,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,2,09:35,10:25,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C231,IT Block,4,Lecture,,,All,
f5bf0460-1caf-46a8-a1c8-d5c7cb61ca27,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,3,10:45,11:35,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C391,IT Block,4,Lecture,,,All,
3093da56-aa98-4293-b93c-4d330920c18b,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,4,11:35,12:25,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C373,IT Block,4,Lecture,,,All,
65fd4436-68aa-443c-a943-270271a4b877,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,5,13:15,14:05,Data Structures Laboratory,CS3311,Dr. M. Krishnan,Lab-10,IT Block,2,Lab,Lab-10,,All,
e5793fac-f757-4988-9795-6f9463a4b6e0,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,6,14:05,14:55,Data Structures Laboratory,CS3311,Dr. M. Krishnan,Lab-10,IT Block,2,Lab,Lab-10,,All,
dc102ac5-b275-4586-b0d4-95113f9fc042,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Tuesday,7,14:55,15:45,Data Structures Laboratory,CS3311,Dr. M. Krishnan,Lab-10,IT Block,2,Lab,Lab-10,,All,
b9898326-d5a7-49da-9c92-bcad716d95b5,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Wednesday,1,08:45,09:35,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C375,IT Block,4,Lecture,,,All,
b99a2263-d56e-42bd-a31b-5969f1e9481e,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Wednesday,2,09:35,10:25,Foundations of Data Science,CS3352,Dr. M. Sundaram,C292,IT Block,3,Lecture,,,All,
7e2c5e15-520f-42a7-b2c6-9c0d8ae3d346,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Wednesday,3,10:45,11:35,Foundations of Data Science,CS3352,Dr. M. Sundaram,C349,IT Block,3,Lecture,,,All,
644d1ad5-59c2-4d60-a6dd-5fc52d3b67e5,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Wednesday,4,11:35,12:25,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C162,IT Block,4,Lecture,,,All,
dc62587e-f729-42c9-aac0-0170e1db3ecc,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Wednesday,5,13:15,14:05,Digital Principles and Computer Organization,CS3351,Prof. A. Rajan,C363,IT Block,4,Lecture,,,All,
74fb242f-0964-4e1d-8eea-9d0d8865b368,CSE,2021,2026-2027,1.2,2026-07-19T06:43:29.540140Z,2,3,A,Wednesday,6,14:05,14:55,Foundations of Data Science,CS3352,Dr. M. Sundaram,C382,IT Block,3,Lecture,,,All,
